date,state,crop_name,price_usd_per_lb
2024-09-01,DE,Sunflower,0.26
2024-10-01,DE,Sunflower,0.261
2024-11-01,DE,Sunflower,0.265
2024-12-01,DE,Sunflower,0.268
2025-01-01,DE,Sunflower,0.268
2025-02-01,DE,Sunflower,0.256
2025-03-01,DE,Sunflower,0.251
2025-04-01,DE,Sunflower,0.248
2025-05-01,DE,Sunflower,0.245
2025-06-01,DE,Sunflower,0.245
2025-07-01,DE,Sunflower,0.256
2025-08-01,DE,Sunflower,0.262
2025-09-01,DE,Sunflower,0.254
2020-10-01,DE,Potato,0.255
2020-11-01,DE,Potato,0.26
2020-12-01,DE,Potato,0.254
2021-01-01,DE,Potato,0.26
2021-02-01,DE,Potato,0.259
2021-03-01,DE,Potato,0.248
2021-04-01,DE,Potato,0.251
2021-05-01,DE,Potato,0.253
2021-06-01,DE,Potato,0.251
2021-07-01,DE,Potato,0.251
2021-08-01,DE,Potato,0.246
2021-09-01,DE,Potato,0.25
2021-10-01,DE,Potato,0.25
2021-11-01,DE,Potato,0.251
2021-12-01,DE,Potato,0.254
2022-01-01,DE,Potato,0.245
2022-02-01,DE,Potato,0.238
2022-03-01,DE,Potato,0.223
2022-04-01,DE,Potato,0.226
2022-05-01,DE,Potato,0.218
2022-06-01,DE,Potato,0.219
2022-07-01,DE,Potato,0.221
2022-08-01,DE,Potato,0.225
2022-09-01,DE,Potato,0.217
2022-10-01,DE,Potato,0.217
2022-11-01,DE,Potato,0.228
2022-12-01,DE,Potato,0.239
2023-01-01,DE,Potato,0.246
2023-02-01,DE,Potato,0.249
2023-03-01,DE,Potato,0.241
2023-04-01,DE,Potato,0.247
2023-05-01,DE,Potato,0.245
2023-06-01,DE,Potato,0.25
2023-07-01,DE,Potato,0.245
2023-08-01,DE,Potato,0.244
2023-09-01,DE,Potato,0.245
2023-10-01,DE,Potato,0.247
2023-11-01,DE,Potato,0.25
2023-12-01,DE,Potato,0.246
2024-01-01,DE,Potato,0.236
2024-02-01,DE,Potato,0.247
2024-03-01,DE,Potato,0.266
2024-04-01,DE,Potato,0.27
2024-05-01,DE,Potato,0.259
2024-06-01,DE,Potato,0.253
2024-07-01,DE,Potato,0.257
2024-08-01,DE,Potato,0.267
2024-09-01,DE,Potato,0.257
2024-10-01,DE,Potato,0.256
2024-11-01,DE,Potato,0.258
2024-12-01,DE,Potato,0.265
2025-01-01,DE,Potato,0.262
2025-02-01,DE,Potato,0.25
2025-03-01,DE,Potato,0.254
2025-04-01,DE,Potato,0.263
2025-05-01,DE,Potato,0.262
2025-06-01,DE,Potato,0.265
2025-07-01,DE,Potato,0.262
2025-08-01,DE,Potato,0.255
2025-09-01,DE,Potato,0.263
2020-10-01,DE,Tomato (processing),0.091
2020-11-01,DE,Tomato (processing),0.092
2020-12-01,DE,Tomato (processing),0.097
2021-01-01,DE,Tomato (processing),0.093
2021-02-01,DE,Tomato (processing),0.092
2021-03-01,DE,Tomato (processing),0.092
2021-04-01,DE,Tomato (processing),0.091
2021-05-01,DE,Tomato (processing),0.093
2021-06-01,DE,Tomato (processing),0.092
2021-07-01,DE,Tomato (processing),0.09
2021-08-01,DE,Tomato (processing),0.09
2021-09-01,DE,Tomato (processing),0.09
2021-10-01,DE,Tomato (processing),0.093
2021-11-01,DE,Tomato (processing),0.094
2021-12-01,DE,Tomato (processing),0.095
2022-01-01,DE,Tomato (processing),0.096
2022-02-01,DE,Tomato (processing),0.096
2022-03-01,DE,Tomato (processing),0.094
2022-04-01,DE,Tomato (processing),0.094
2022-05-01,DE,Tomato (processing),0.093
2022-06-01,DE,Tomato (processing),0.098
2022-07-01,DE,Tomato (processing),0.102
2022-08-01,DE,Tomato (processing),0.104
2022-09-01,DE,Tomato (processing),0.105
2022-10-01,DE,Tomato (processing),0.105
2022-11-01,DE,Tomato (processing),0.101
2022-12-01,DE,Tomato (processing),0.1
2023-01-01,DE,Tomato (processing),0.101
2023-02-01,DE,Tomato (processing),0.101
2023-03-01,DE,Tomato (processing),0.103
2023-04-01,DE,Tomato (processing),0.106
2023-05-01,DE,Tomato (processing),0.103
2023-06-01,DE,Tomato (processing),0.101
2023-07-01,DE,Tomato (processing),0.106
2023-08-01,DE,Tomato (processing),0.108
2023-09-01,DE,Tomato (processing),0.107
2023-10-01,DE,Tomato (processing),0.107
2023-11-01,DE,Tomato (processing),0.106
2023-12-01,DE,Tomato (processing),0.106
2024-01-01,DE,Tomato (processing),0.108
2024-02-01,DE,Tomato (processing),0.116
2024-03-01,DE,Tomato (processing),0.117
2024-04-01,DE,Tomato (processing),0.119
2024-05-01,DE,Tomato (processing),0.113
2024-06-01,DE,Tomato (processing),0.111
2024-07-01,DE,Tomato (processing),0.115
2024-08-01,DE,Tomato (processing),0.117
2024-09-01,DE,Tomato (processing),0.105
2024-10-01,DE,Tomato (processing),0.107
2024-11-01,DE,Tomato (processing),0.113
2024-12-01,DE,Tomato (processing),0.107
2025-01-01,DE,Tomato (processing),0.112
2025-02-01,DE,Tomato (processing),0.102
2025-03-01,DE,Tomato (processing),0.105
2025-04-01,DE,Tomato (processing),0.105
2025-05-01,DE,Tomato (processing),0.098
2025-06-01,DE,Tomato (processing),0.099
2025-07-01,DE,Tomato (processing),0.102
2025-08-01,DE,Tomato (processing),0.104
2025-09-01,DE,Tomato (processing),0.105
2020-10-01,DE,Onion (bulb),0.296
2020-11-01,DE,Onion (bulb),0.28
2020-12-01,DE,Onion (bulb),0.286
2021-01-01,DE,Onion (bulb),0.301
2021-02-01,DE,Onion (bulb),0.311
2021-03-01,DE,Onion (bulb),0.292
2021-04-01,DE,Onion (bulb),0.279
2021-05-01,DE,Onion (bulb),0.272
2021-06-01,DE,Onion (bulb),0.259
2021-07-01,DE,Onion (bulb),0.259
2021-08-01,DE,Onion (bulb),0.262
2021-09-01,DE,Onion (bulb),0.251
2021-10-01,DE,Onion (bulb),0.257
2021-11-01,DE,Onion (bulb),0.261
2021-12-01,DE,Onion (bulb),0.257
2022-01-01,DE,Onion (bulb),0.256
2022-02-01,DE,Onion (bulb),0.241
2022-03-01,DE,Onion (bulb),0.238
2022-04-01,DE,Onion (bulb),0.239
2022-05-01,DE,Onion (bulb),0.24
2022-06-01,DE,Onion (bulb),0.242
2022-07-01,DE,Onion (bulb),0.244
2022-08-01,DE,Onion (bulb),0.242
2022-09-01,DE,Onion (bulb),0.244
2022-10-01,DE,Onion (bulb),0.252
2022-11-01,DE,Onion (bulb),0.251
2022-12-01,DE,Onion (bulb),0.253
2023-01-01,DE,Onion (bulb),0.252
2023-02-01,DE,Onion (bulb),0.247
2023-03-01,DE,Onion (bulb),0.251
2023-04-01,DE,Onion (bulb),0.247
2023-05-01,DE,Onion (bulb),0.25
2023-06-01,DE,Onion (bulb),0.25
2023-07-01,DE,Onion (bulb),0.248
2023-08-01,DE,Onion (bulb),0.245
2023-09-01,DE,Onion (bulb),0.241
2023-10-01,DE,Onion (bulb),0.229
2023-11-01,DE,Onion (bulb),0.232
2023-12-01,DE,Onion (bulb),0.234
2024-01-01,DE,Onion (bulb),0.24
2024-02-01,DE,Onion (bulb),0.236
2024-03-01,DE,Onion (bulb),0.249
2024-04-01,DE,Onion (bulb),0.246
2024-05-01,DE,Onion (bulb),0.24
2024-06-01,DE,Onion (bulb),0.233
2024-07-01,DE,Onion (bulb),0.221
2024-08-01,DE,Onion (bulb),0.231
2024-09-01,DE,Onion (bulb),0.24
2024-10-01,DE,Onion (bulb),0.245
2024-11-01,DE,Onion (bulb),0.238
2024-12-01,DE,Onion (bulb),0.251
2025-01-01,DE,Onion (bulb),0.248
2025-02-01,DE,Onion (bulb),0.246
2025-03-01,DE,Onion (bulb),0.257
2025-04-01,DE,Onion (bulb),0.262
2025-05-01,DE,Onion (bulb),0.279
2025-06-01,DE,Onion (bulb),0.282
2025-07-01,DE,Onion (bulb),0.278
2025-08-01,DE,Onion (bulb),0.273
2025-09-01,DE,Onion (bulb),0.258
2020-10-01,DE,Carrot,0.347
2020-11-01,DE,Carrot,0.359
2020-12-01,DE,Carrot,0.365
2021-01-01,DE,Carrot,0.366
2021-02-01,DE,Carrot,0.355
2021-03-01,DE,Carrot,0.357
2021-04-01,DE,Carrot,0.368
2021-05-01,DE,Carrot,0.373
2021-06-01,DE,Carrot,0.375
2021-07-01,DE,Carrot,0.366
2021-08-01,DE,Carrot,0.375
2021-09-01,DE,Carrot,0.34
2021-10-01,DE,Carrot,0.344
2021-11-01,DE,Carrot,0.37
2021-12-01,DE,Carrot,0.354
2022-01-01,DE,Carrot,0.351
2022-02-01,DE,Carrot,0.351
2022-03-01,DE,Carrot,0.346
2022-04-01,DE,Carrot,0.357
2022-05-01,DE,Carrot,0.362
2022-06-01,DE,Carrot,0.364
2022-07-01,DE,Carrot,0.372
2022-08-01,DE,Carrot,0.372
2022-09-01,DE,Carrot,0.408
2022-10-01,DE,Carrot,0.41
2022-11-01,DE,Carrot,0.412
2022-12-01,DE,Carrot,0.391
2023-01-01,DE,Carrot,0.385
2023-02-01,DE,Carrot,0.398
2023-03-01,DE,Carrot,0.382
2023-04-01,DE,Carrot,0.357
2023-05-01,DE,Carrot,0.358
2023-06-01,DE,Carrot,0.372
2023-07-01,DE,Carrot,0.373
2023-08-01,DE,Carrot,0.369
2023-09-01,DE,Carrot,0.348
2023-10-01,DE,Carrot,0.353
2023-11-01,DE,Carrot,0.36
2023-12-01,DE,Carrot,0.341
2024-01-01,DE,Carrot,0.353
2024-02-01,DE,Carrot,0.361
2024-03-01,DE,Carrot,0.373
2024-04-01,DE,Carrot,0.379
2024-05-01,DE,Carrot,0.387
2024-06-01,DE,Carrot,0.393
2024-07-01,DE,Carrot,0.403
2024-08-01,DE,Carrot,0.381
2024-09-01,DE,Carrot,0.364
2024-10-01,DE,Carrot,0.356
2024-11-01,DE,Carrot,0.355
2024-12-01,DE,Carrot,0.359
2025-01-01,DE,Carrot,0.362
2025-02-01,DE,Carrot,0.374
2025-03-01,DE,Carrot,0.387
2025-04-01,DE,Carrot,0.377
2025-05-01,DE,Carrot,0.38
2025-06-01,DE,Carrot,0.37
2025-07-01,DE,Carrot,0.368
2025-08-01,DE,Carrot,0.372
2025-09-01,DE,Carrot,0.334
2020-10-01,DE,Alfalfa,0.129
2020-11-01,DE,Alfalfa,0.131
2020-12-01,DE,Alfalfa,0.129
2021-01-01,DE,Alfalfa,0.136
2021-02-01,DE,Alfalfa,0.135
2021-03-01,DE,Alfalfa,0.135
2021-04-01,DE,Alfalfa,0.133
2021-05-01,DE,Alfalfa,0.14
2021-06-01,DE,Alfalfa,0.139
2021-07-01,DE,Alfalfa,0.14
2021-08-01,DE,Alfalfa,0.145
2021-09-01,DE,Alfalfa,0.147
2021-10-01,DE,Alfalfa,0.147
2021-11-01,DE,Alfalfa,0.152
2021-12-01,DE,Alfalfa,0.164
2022-01-01,DE,Alfalfa,0.165
2022-02-01,DE,Alfalfa,0.166
2022-03-01,DE,Alfalfa,0.167
2022-04-01,DE,Alfalfa,0.173
2022-05-01,DE,Alfalfa,0.17
2022-06-01,DE,Alfalfa,0.169
2022-07-01,DE,Alfalfa,0.161
2022-08-01,DE,Alfalfa,0.155
2022-09-01,DE,Alfalfa,0.153
2022-10-01,DE,Alfalfa,0.153
2022-11-01,DE,Alfalfa,0.161
2022-12-01,DE,Alfalfa,0.163
2023-01-01,DE,Alfalfa,0.159
2023-02-01,DE,Alfalfa,0.155
2023-03-01,DE,Alfalfa,0.162
2023-04-01,DE,Alfalfa,0.167
2023-05-01,DE,Alfalfa,0.167
2023-06-01,DE,Alfalfa,0.165
2023-07-01,DE,Alfalfa,0.171
2023-08-01,DE,Alfalfa,0.166
2023-09-01,DE,Alfalfa,0.168
2023-10-01,DE,Alfalfa,0.179
2023-11-01,DE,Alfalfa,0.18
2023-12-01,DE,Alfalfa,0.176
2024-01-01,DE,Alfalfa,0.178
2024-02-01,DE,Alfalfa,0.176
2024-03-01,DE,Alfalfa,0.168
2024-04-01,DE,Alfalfa,0.172
2024-05-01,DE,Alfalfa,0.177
2024-06-01,DE,Alfalfa,0.176
2024-07-01,DE,Alfalfa,0.174
2024-08-01,DE,Alfalfa,0.169
2024-09-01,DE,Alfalfa,0.168
2024-10-01,DE,Alfalfa,0.165
2024-11-01,DE,Alfalfa,0.16
2024-12-01,DE,Alfalfa,0.169
2025-01-01,DE,Alfalfa,0.172
2025-02-01,DE,Alfalfa,0.175
2025-03-01,DE,Alfalfa,0.179
2025-04-01,DE,Alfalfa,0.183
2025-05-01,DE,Alfalfa,0.181
2025-06-01,DE,Alfalfa,0.183
2025-07-01,DE,Alfalfa,0.181
2025-08-01,DE,Alfalfa,0.184
2025-09-01,DE,Alfalfa,0.185
2020-10-01,FL,Cotton,0.751
2020-11-01,FL,Cotton,0.721
2020-12-01,FL,Cotton,0.724
2021-01-01,FL,Cotton,0.72
2021-02-01,FL,Cotton,0.679
2021-03-01,FL,Cotton,0.69
2021-04-01,FL,Cotton,0.71
2021-05-01,FL,Cotton,0.763
2021-06-01,FL,Cotton,0.754
2021-07-01,FL,Cotton,0.742
2021-08-01,FL,Cotton,0.717
2021-09-01,FL,Cotton,0.722
2021-10-01,FL,Cotton,0.726
2021-11-01,FL,Cotton,0.709
2021-12-01,FL,Cotton,0.705
2022-01-01,FL,Cotton,0.663
2022-02-01,FL,Cotton,0.682
2022-03-01,FL,Cotton,0.666
2022-04-01,FL,Cotton,0.665
2022-05-01,FL,Cotton,0.637
2022-06-01,FL,Cotton,0.626
2022-07-01,FL,Cotton,0.62
2022-08-01,FL,Cotton,0.62
2022-09-01,FL,Cotton,0.629
2022-10-01,FL,Cotton,0.656
2022-11-01,FL,Cotton,0.671
2022-12-01,FL,Cotton,0.69
2023-01-01,FL,Cotton,0.72
2023-02-01,FL,Cotton,0.732
2023-03-01,FL,Cotton,0.731
2023-04-01,FL,Cotton,0.753
2023-05-01,FL,Cotton,0.778
2023-06-01,FL,Cotton,0.793
2023-07-01,FL,Cotton,0.758
2023-08-01,FL,Cotton,0.739
2023-09-01,FL,Cotton,0.733
2023-10-01,FL,Cotton,0.75
2023-11-01,FL,Cotton,0.75
2023-12-01,FL,Cotton,0.775
2024-01-01,FL,Cotton,0.806
2024-02-01,FL,Cotton,0.835
2024-03-01,FL,Cotton,0.865
2024-04-01,FL,Cotton,0.838
2024-05-01,FL,Cotton,0.85
2024-06-01,FL,Cotton,0.835
2024-07-01,FL,Cotton,0.793
2024-08-01,FL,Cotton,0.787
2024-09-01,FL,Cotton,0.818
2024-10-01,FL,Cotton,0.829
2024-11-01,FL,Cotton,0.879
2024-12-01,FL,Cotton,0.884
2025-01-01,FL,Cotton,0.949
2025-02-01,FL,Cotton,0.954
2025-03-01,FL,Cotton,0.955
2025-04-01,FL,Cotton,0.918
2025-05-01,FL,Cotton,0.949
2025-06-01,FL,Cotton,0.934
2025-07-01,FL,Cotton,0.916
2025-08-01,FL,Cotton,0.951
2025-09-01,FL,Cotton,0.984
2020-10-01,FL,Peanut,0.29
2020-11-01,FL,Peanut,0.286
2020-12-01,FL,Peanut,0.286
2021-01-01,FL,Peanut,0.285
2021-02-01,FL,Peanut,0.292
2021-03-01,FL,Peanut,0.306
2021-04-01,FL,Peanut,0.309
2021-05-01,FL,Peanut,0.327
2021-06-01,FL,Peanut,0.336
2021-07-01,FL,Peanut,0.334
2021-08-01,FL,Peanut,0.342
2021-09-01,FL,Peanut,0.36
2021-10-01,FL,Peanut,0.381
2021-11-01,FL,Peanut,0.395
2021-12-01,FL,Peanut,0.395
2022-01-01,FL,Peanut,0.393
2022-02-01,FL,Peanut,0.399
2022-03-01,FL,Peanut,0.419
2022-04-01,FL,Peanut,0.425
2022-05-01,FL,Peanut,0.431
2022-06-01,FL,Peanut,0.431
2022-07-01,FL,Peanut,0.427
2022-08-01,FL,Peanut,0.425
2022-09-01,FL,Peanut,0.427
2022-10-01,FL,Peanut,0.449
2022-11-01,FL,Peanut,0.445
2022-12-01,FL,Peanut,0.446
2023-01-01,FL,Peanut,0.435
2023-02-01,FL,Peanut,0.444
2023-03-01,FL,Peanut,0.462
2023-04-01,FL,Peanut,0.485
2023-05-01,FL,Peanut,0.488
2023-06-01,FL,Peanut,0.496
2023-07-01,FL,Peanut,0.494
2023-08-01,FL,Peanut,0.502
2023-09-01,FL,Peanut,0.506
2023-10-01,FL,Peanut,0.507
2023-11-01,FL,Peanut,0.509
2023-12-01,FL,Peanut,0.516
2024-01-01,FL,Peanut,0.512
2024-02-01,FL,Peanut,0.508
2024-03-01,FL,Peanut,0.534
2024-04-01,FL,Peanut,0.577
2024-05-01,FL,Peanut,0.556
2024-06-01,FL,Peanut,0.535
2024-07-01,FL,Peanut,0.52
2024-08-01,FL,Peanut,0.518
2024-09-01,FL,Peanut,0.532
2024-10-01,FL,Peanut,0.542
2024-11-01,FL,Peanut,0.545
2024-12-01,FL,Peanut,0.553
2025-01-01,FL,Peanut,0.542
2025-02-01,FL,Peanut,0.538
2025-03-01,FL,Peanut,0.537
2025-04-01,FL,Peanut,0.512
2025-05-01,FL,Peanut,0.494
2025-06-01,FL,Peanut,0.477
2025-07-01,FL,Peanut,0.488
2025-08-01,FL,Peanut,0.492
2025-09-01,FL,Peanut,0.501
2020-10-01,FL,Rice,0.198
2020-11-01,FL,Rice,0.19
2020-12-01,FL,Rice,0.193
2021-01-01,FL,Rice,0.177
2021-02-01,FL,Rice,0.184
2021-03-01,FL,Rice,0.174
2021-04-01,FL,Rice,0.178
2021-05-01,FL,Rice,0.173
2021-06-01,FL,Rice,0.179
2021-07-01,FL,Rice,0.196
2021-08-01,FL,Rice,0.183
2021-09-01,FL,Rice,0.186
2021-10-01,FL,Rice,0.176
2021-11-01,FL,Rice,0.179
2021-12-01,FL,Rice,0.177
2022-01-01,FL,Rice,0.178
2022-02-01,FL,Rice,0.173
2022-03-01,FL,Rice,0.177
2022-04-01,FL,Rice,0.17
2022-05-01,FL,Rice,0.176
2022-06-01,FL,Rice,0.174
2022-07-01,FL,Rice,0.166
2022-08-01,FL,Rice,0.174
2022-09-01,FL,Rice,0.174
2022-10-01,FL,Rice,0.184
2022-11-01,FL,Rice,0.191
2022-12-01,FL,Rice,0.186
2023-01-01,FL,Rice,0.186
2023-02-01,FL,Rice,0.186
2023-03-01,FL,Rice,0.195
2023-04-01,FL,Rice,0.198
2023-05-01,FL,Rice,0.199
2023-06-01,FL,Rice,0.197
2023-07-01,FL,Rice,0.197
2023-08-01,FL,Rice,0.205
2023-09-01,FL,Rice,0.205
2023-10-01,FL,Rice,0.202
2023-11-01,FL,Rice,0.199
2023-12-01,FL,Rice,0.196
2024-01-01,FL,Rice,0.187
2024-02-01,FL,Rice,0.183
2024-03-01,FL,Rice,0.191
2024-04-01,FL,Rice,0.19
2024-05-01,FL,Rice,0.194
2024-06-01,FL,Rice,0.18
2024-07-01,FL,Rice,0.183
2024-08-01,FL,Rice,0.182
2024-09-01,FL,Rice,0.179
2024-10-01,FL,Rice,0.18
2024-11-01,FL,Rice,0.178
2024-12-01,FL,Rice,0.166
2025-01-01,FL,Rice,0.171
2025-02-01,FL,Rice,0.172
2025-03-01,FL,Rice,0.171
2025-04-01,FL,Rice,0.166
2025-05-01,FL,Rice,0.158
2025-06-01,FL,Rice,0.159
2025-07-01,FL,Rice,0.167
2025-08-01,FL,Rice,0.168
2025-09-01,FL,Rice,0.161
2020-10-01,FL,Tomato (processing),0.101
2020-11-01,FL,Tomato (processing),0.101
2020-12-01,FL,Tomato (processing),0.103
2021-01-01,FL,Tomato (processing),0.105
2021-02-01,FL,Tomato (processing),0.096
2021-03-01,FL,Tomato (processing),0.097
2021-04-01,FL,Tomato (processing),0.094
2021-05-01,FL,Tomato (processing),0.09
2021-06-01,FL,Tomato (processing),0.09
2021-07-01,FL,Tomato (processing),0.091
2021-08-01,FL,Tomato (processing),0.086
2021-09-01,FL,Tomato (processing),0.088
2021-10-01,FL,Tomato (processing),0.09
2021-11-01,FL,Tomato (processing),0.09
2021-12-01,FL,Tomato (processing),0.088
2022-01-01,FL,Tomato (processing),0.085
2022-02-01,FL,Tomato (processing),0.088
2022-03-01,FL,Tomato (processing),0.084
2022-04-01,FL,Tomato (processing),0.087
2022-05-01,FL,Tomato (processing),0.086
2022-06-01,FL,Tomato (processing),0.086
2022-07-01,FL,Tomato (processing),0.082
2022-08-01,FL,Tomato (processing),0.081
2022-09-01,FL,Tomato (processing),0.083
2022-10-01,FL,Tomato (processing),0.079
2022-11-01,FL,Tomato (processing),0.081
2022-12-01,FL,Tomato (processing),0.081
2023-01-01,FL,Tomato (processing),0.079
2023-02-01,FL,Tomato (processing),0.081
2023-03-01,FL,Tomato (processing),0.076
2023-04-01,FL,Tomato (processing),0.077
2023-05-01,FL,Tomato (processing),0.08
2023-06-01,FL,Tomato (processing),0.084
2023-07-01,FL,Tomato (processing),0.085
2023-08-01,FL,Tomato (processing),0.084
2023-09-01,FL,Tomato (processing),0.083
2023-10-01,FL,Tomato (processing),0.082
2023-11-01,FL,Tomato (processing),0.083
2023-12-01,FL,Tomato (processing),0.081
2024-01-01,FL,Tomato (processing),0.083
2024-02-01,FL,Tomato (processing),0.088
2024-03-01,FL,Tomato (processing),0.088
2024-04-01,FL,Tomato (processing),0.085
2024-05-01,FL,Tomato (processing),0.081
2024-06-01,FL,Tomato (processing),0.083
2024-07-01,FL,Tomato (processing),0.083
2024-08-01,FL,Tomato (processing),0.085
2024-09-01,FL,Tomato (processing),0.084
2024-10-01,FL,Tomato (processing),0.086
2024-11-01,FL,Tomato (processing),0.085
2024-12-01,FL,Tomato (processing),0.083
2025-01-01,FL,Tomato (processing),0.082
2025-02-01,FL,Tomato (processing),0.08
2025-03-01,FL,Tomato (processing),0.084
2025-04-01,FL,Tomato (processing),0.084
2025-05-01,FL,Tomato (processing),0.086
2025-06-01,FL,Tomato (processing),0.084
2025-07-01,FL,Tomato (processing),0.082
2025-08-01,FL,Tomato (processing),0.081
2025-09-01,FL,Tomato (processing),0.084
2020-10-01,FL,Onion (bulb),0.295
2020-11-01,FL,Onion (bulb),0.288
2020-12-01,FL,Onion (bulb),0.289
2021-01-01,FL,Onion (bulb),0.293
2021-02-01,FL,Onion (bulb),0.308
2021-03-01,FL,Onion (bulb),0.311
2021-04-01,FL,Onion (bulb),0.317
2021-05-01,FL,Onion (bulb),0.324
2021-06-01,FL,Onion (bulb),0.313
2021-07-01,FL,Onion (bulb),0.304
2021-08-01,FL,Onion (bulb),0.294
2021-09-01,FL,Onion (bulb),0.282
2021-10-01,FL,Onion (bulb),0.289
2021-11-01,FL,Onion (bulb),0.291
2021-12-01,FL,Onion (bulb),0.292
2022-01-01,FL,Onion (bulb),0.269
2022-02-01,FL,Onion (bulb),0.286
2022-03-01,FL,Onion (bulb),0.278
2022-04-01,FL,Onion (bulb),0.295
2022-05-01,FL,Onion (bulb),0.282
2022-06-01,FL,Onion (bulb),0.276
2022-07-01,FL,Onion (bulb),0.257
2022-08-01,FL,Onion (bulb),0.26
2022-09-01,FL,Onion (bulb),0.252
2022-10-01,FL,Onion (bulb),0.243
2022-11-01,FL,Onion (bulb),0.233
2022-12-01,FL,Onion (bulb),0.239
2023-01-01,FL,Onion (bulb),0.244
2023-02-01,FL,Onion (bulb),0.257
2023-03-01,FL,Onion (bulb),0.252
2023-04-01,FL,Onion (bulb),0.254
2023-05-01,FL,Onion (bulb),0.244
2023-06-01,FL,Onion (bulb),0.241
2023-07-01,FL,Onion (bulb),0.238
2023-08-01,FL,Onion (bulb),0.241
2023-09-01,FL,Onion (bulb),0.248
2023-10-01,FL,Onion (bulb),0.256
2023-11-01,FL,Onion (bulb),0.249
2023-12-01,FL,Onion (bulb),0.257
2024-01-01,FL,Onion (bulb),0.256
2024-02-01,FL,Onion (bulb),0.254
2024-03-01,FL,Onion (bulb),0.248
2024-04-01,FL,Onion (bulb),0.244
2024-05-01,FL,Onion (bulb),0.257
2024-06-01,FL,Onion (bulb),0.259
2024-07-01,FL,Onion (bulb),0.261
2024-08-01,FL,Onion (bulb),0.259
2024-09-01,FL,Onion (bulb),0.278
2024-10-01,FL,Onion (bulb),0.289
2024-11-01,FL,Onion (bulb),0.282
2024-12-01,FL,Onion (bulb),0.28
2025-01-01,FL,Onion (bulb),0.278
2025-02-01,FL,Onion (bulb),0.279
2025-03-01,FL,Onion (bulb),0.273
2025-04-01,FL,Onion (bulb),0.277
2025-05-01,FL,Onion (bulb),0.289
2025-06-01,FL,Onion (bulb),0.278
2025-07-01,FL,Onion (bulb),0.268
2025-08-01,FL,Onion (bulb),0.264
2025-09-01,FL,Onion (bulb),0.261
2020-10-01,FL,Corn (field),0.085
2020-11-01,FL,Corn (field),0.087
2020-12-01,FL,Corn (field),0.09
2021-01-01,FL,Corn (field),0.089
2021-02-01,FL,Corn (field),0.088
2021-03-01,FL,Corn (field),0.084
2021-04-01,FL,Corn (field),0.086
2021-05-01,FL,Corn (field),0.088
2021-06-01,FL,Corn (field),0.091
2021-07-01,FL,Corn (field),0.091
2021-08-01,FL,Corn (field),0.09
2021-09-01,FL,Corn (field),0.091
2021-10-01,FL,Corn (field),0.093
2021-11-01,FL,Corn (field),0.089
2021-12-01,FL,Corn (field),0.091
2022-01-01,FL,Corn (field),0.091
2022-02-01,FL,Corn (field),0.088
2022-03-01,FL,Corn (field),0.082
2022-04-01,FL,Corn (field),0.082
2022-05-01,FL,Corn (field),0.086
2022-06-01,FL,Corn (field),0.09
2022-07-01,FL,Corn (field),0.091
2022-08-01,FL,Corn (field),0.096
2022-09-01,FL,Corn (field),0.096
2022-10-01,FL,Corn (field),0.099
2022-11-01,FL,Corn (field),0.098
2022-12-01,FL,Corn (field),0.096
2023-01-01,FL,Corn (field),0.094
2023-02-01,FL,Corn (field),0.088
2023-03-01,FL,Corn (field),0.092
2023-04-01,FL,Corn (field),0.09
2023-05-01,FL,Corn (field),0.088
2023-06-01,FL,Corn (field),0.085
2023-07-01,FL,Corn (field),0.084
2023-08-01,FL,Corn (field),0.089
2023-09-01,FL,Corn (field),0.094
2023-10-01,FL,Corn (field),0.09
2023-11-01,FL,Corn (field),0.089
2023-12-01,FL,Corn (field),0.086
2024-01-01,FL,Corn (field),0.088
2024-02-01,FL,Corn (field),0.089
2024-03-01,FL,Corn (field),0.087
2024-04-01,FL,Corn (field),0.088
2024-05-01,FL,Corn (field),0.086
2024-06-01,FL,Corn (field),0.091
2024-07-01,FL,Corn (field),0.092
2024-08-01,FL,Corn (field),0.094
2024-09-01,FL,Corn (field),0.086
2024-10-01,FL,Corn (field),0.086
2024-11-01,FL,Corn (field),0.092
2024-12-01,FL,Corn (field),0.095
2025-01-01,FL,Corn (field),0.09
2025-02-01,FL,Corn (field),0.089
2025-03-01,FL,Corn (field),0.086
2025-04-01,FL,Corn (field),0.09
2025-05-01,FL,Corn (field),0.091
2025-06-01,FL,Corn (field),0.089
2025-07-01,FL,Corn (field),0.089
2025-08-01,FL,Corn (field),0.082
2025-09-01,FL,Corn (field),0.079
2020-10-01,FL,Soybean,0.12
2020-11-01,FL,Soybean,0.123
2020-12-01,FL,Soybean,0.116
2021-01-01,FL,Soybean,0.115
2021-02-01,FL,Soybean,0.118
2021-03-01,FL,Soybean,0.113
2021-04-01,FL,Soybean,0.114
2021-05-01,FL,Soybean,0.114
2021-06-01,FL,Soybean,0.12
2021-07-01,FL,Soybean,0.119
2021-08-01,FL,Soybean,0.118
2021-09-01,FL,Soybean,0.121
2021-10-01,FL,Soybean,0.117
2021-11-01,FL,Soybean,0.116
2021-12-01,FL,Soybean,0.114
2022-01-01,FL,Soybean,0.114
2022-02-01,FL,Soybean,0.117
2022-03-01,FL,Soybean,0.119
2022-04-01,FL,Soybean,0.116
2022-05-01,FL,Soybean,0.116
2022-06-01,FL,Soybean,0.122
